gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1.0251656884383933,-0.43774920386247823,-0.9695785912591609,1.5321858839213018,-0.4656833638455588,0.32957344260907845,-0.860523365976793,-1.1823467036081465,1.580942403121498,-0.7338280111665758,1.3847957408639984,-0.9054260629589242,-1.0743742400258514,0.2355704132950638,0.3729083541611262,-1.2000072181102386,1.3392667278108483,-0.0004737233752722791,-0.4217302504376971
1.0251656884383933,-0.43774920386247823,-0.9695785912591609,-0.6526623241304862,0.8855367868020159,0.32957344260907845,1.1620834942289857,0.1746183255481577,-0.6325341125809174,1.36271712824138,-0.7221281597646181,-0.9054260629589242,0.2389311338742672,0.2355704132950638,1.5775905028674246,0.8333283207869295,-1.4709488194838702,1.074753860742306,1.2542455613848753
-0.9754520769450177,-0.43774920386247823,1.0313759080646898,-0.6526623241304862,-1.2846046672683313,-3.034225064020537,-0.860523365976793,-1.1823467036081465,-0.6325341125809174,-0.7338280111665758,-0.7221281597646181,-0.9054260629589242,-1.0743742400258514,-1.0797950064317838,-0.8317737945451723,0.8333283207869295,0.4025282120459421,-1.3764991324160054,-1.0021009233068454
-0.9754520769450177,-0.43774920386247823,-0.9695785912591609,-0.6526623241304862,-1.1617664717549154,0.32957344260907845,-0.860523365976793,0.1746183255481577,-0.6325341125809174,-0.7338280111665758,-0.7221281597646181,-0.9054260629589242,-1.0743742400258514,-1.0797950064317838,-0.8317737945451723,0.8333283207869295,0.4025282120459421,0.17734598528095805,-0.9073131597019936
-0.9754520769450177,-0.43774920386247823,-0.9695785912591609,1.5321858839213018,-1.32555073243947,0.32957344260907845,1.1620834942289857,-1.1823467036081465,1.580942403121498,1.36271712824138,-0.7221281597646181,0.3519489527449405,-1.0743742400258514,-1.0797950064317838,1.5775905028674246,0.8333283207869295,-1.4709488194838702,-0.09852384310160459,
-0.9754520769450177,-0.43774920386247823,-0.9695785912591609,-0.6526623241304862,-1.0389282762414995,0.32957344260907845,-0.860523365976793,0.1746183255481577,-0.6325341125809174,-0.7338280111665758,-0.7221281597646181,-0.9054260629589242,-1.0743742400258514,-1.0797950064317838,-0.8317737945451723,0.8333283207869295,0.4025282120459421,0.15574172161244393,-0.7820784174846739
-0.9754520769450177,-0.43774920386247823,1.0313759080646898,1.5321858839213018,-0.015276646963033904,0.32957344260907845,-0.860523365976793,1.5315833547044617,-0.6325341125809174,-0.7338280111665758,-0.7221281597646181,1.6093239684488052,1.5522365077743856,1.5509358330219114,1.5775905028674246,-1.2000072181102386,1.3392667278108483,-1.5260671116595634,-0.7411583852711108
-0.9754520769450177,-0.43774920386247823,1.0313759080646898,1.5321858839213018,1.6225659598825113,0.32957344260907845,-0.860523365976793,1.5315833547044617,-0.6325341125809174,-0.7338280111665758,-0.7221281597646181,1.6093239684488052,1.5522365077743856,1.5509358330219114,1.5775905028674246,0.8333283207869295,-0.534210303718964,-1.4978153822468916,-0.3873282579125794
-0.9754520769450177,-0.43774920386247823,-0.9695785912591609,-0.6526623241304862,-0.547575494187836,-3.034225064020537,-0.860523365976793,-1.1823467036081465,-0.6325341125809174,-0.7338280111665758,1.3847957408639984,-0.9054260629589242,0.2389311338742672,-1.0797950064317838,-0.8317737945451723,0.8333283207869295,0.4025282120459421,-0.8380544071391968,-0.688395406369389
-0.9754520769450177,-0.43774920386247823,-0.9695785912591609,1.5321858839213018,-0.9160900807280837,0.32957344260907845,-0.860523365976793,1.5315833547044617,-0.6325341125809174,-0.7338280111665758,-0.7221281597646181,1.6093239684488052,1.5522365077743856,1.5509358330219114,0.3729083541611262,0.8333283207869295,-1.4709488194838702,-1.4928297829387727,-0.9154662330749982
